,Brand,Product Name,Sales Volume,Product Category,Rating,Number of Review,Price
1433,Fitbit,Inspire 2 fitness trackers wristband[Black],20,Smart Watch,5.0,2,780
1434,Samsung,"Galaxy Watch Active 2 Smartwatch (44mm, Bluetooth version, Pink Gold) (Parallel imported)",0,Smart Watch,0.0,0,1420
1435,SUUNTO,9 Peak Ultra Thin Sport GPS SmartWatch [Chinese Support],0,Smart Watch,0.0,0,5880
1436,citykeys,Apple Watch Adult Octopus Smart Strap (Suitable for 38mm / 40mm / 42mm / 44mm),30,Smart Watch,3.0,1,448
1437,Amazfit,T-Rex Pro - Meteorite Black,20,Smart Watch,5.0,2,1298
1438,Belkin,PowerHouse™ Apple Watch 與 iPhone 專用充電座 - 黑色｜【獲Apple認證，品質及安全保證】,30,Smart Watch,5.0,3,448
1439,Fitbit,Charge 4(NFC)Rosewood FB417BYBY-FRCJK,40,Smart Watch,0.0,0,929
1440,Fitbit,Versa 2(NFC)BLACK / CARBON ALUMINIUM FB507BKBK-FRCJK,80,Smart Watch,5.0,2,1138
1441,Xiaomi,Mi Watch SPORT Black,40,Smart Watch,4.0,1,899
1442,Xiaomi,Mibro Air Smart Watch｜PPG光學心律傳感器｜12種專業運動模式｜金屬超薄機身｜IP68防水,30,Smart Watch,3.5,2,268
1443,Fitbit,Luxe fitness & wellness wristband,0,Smart Watch,0.0,0,1180
1444,Fitbit,Luxe Fitness & wellness tracker Black / Graphite Stainless Steel FB422BKBK-FRCJK,10,Smart Watch,0.0,0,1198
1445,Xiaomi,小米手錶 超值版 - 象牙白｜香港小米行貨,30,Smart Watch,4.0,3,429
1446,Amazfit,T-REX PRO WHITE,0,Smart Watch,0.0,0,1168
1447,Xiaomi,Mi Smart Band6 Black,10,Smart Watch,0.0,0,299
1448,Xiaomi,Mi Watch Lite,60,Smart Watch,5.0,1,429
1449,Casio,Electronic Watches - MQ-24-1B2LDF  (Parallel Import Goods),100,Smart Watch,4.6,9,90
1450,Fitbit,Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Pale Yellow Gold/Olive Green FB511GLOL,0,Smart Watch,0.0,0,1699
1451,Diesel,Full Guard 2.5 gen 4 Smartwatch DZT2010 [適用於Android],0,Smart Watch,0.0,0,698
1452,Casio,Casio - Electronic Watches - LRW-200H-4B2 (Parallel Import Goods),50,Smart Watch,4.0,1,150
1453,TSK,Japan TSK smart watch real-time body temperature monitoring heart rate and blood pressure multi-function smart bracelet,10,Smart Watch,0.0,0,668
1454,SUUNTO,7 Versatile GPS sports watch and smart watch in one with Wear OS[Graphite Copper],0,Smart Watch,5.0,1,3680
1455,SUUNTO,7 Versatile GPS sports watch and smart watch in one with Wear OS[Sandstone Rosegold],0,Smart Watch,0.0,0,3680
1456,Huawei,Band 6 Smart Watch [4 Colors],30,Smart Watch,5.0,3,348
1457,Casio,Casio - Electronic Watches - LRW-200H-7B (Parallel Import Goods),40,Smart Watch,4.6,3,150
1458,Amazfit,香港行貨 T Rex Pro Military Grade Rugged GPS Quad Core 10 ATM Waterproof Sports Smart Watch,0,Smart Watch,0.0,0,1168
1459,Amazfit,Amazfit Bip U BLACK (sports watch/Over 60 Sport Modes/Heart Rate) - parallel import,20,Smart Watch,0.0,0,316
1460,Garmin,Venu 2 Life Style GPS Sport SmartWatch[Traditional Chinese/Simplified Chinese/English],0,Smart Watch,0.0,0,3498
1461,Fitbit,Versa 2(NFC) Stone/Mist Grey FB507GYSR-FRCJK,0,Smart Watch,0.0,0,1199
1462,Alphas ONE,[Men's Gift] 4G Double Cam GPS Smart Watch,50,Smart Watch,1.7,4,899
1463,Casio,Electronic Watches - MQ-24-1B3LDF (Parallel Import Goods),80,Smart Watch,4.8,6,90
1464,Zeblaze,Ares Smart Watch - BLACK,0,Smart Watch,0.0,0,299
1465,DESIROUS,V19 New Product Artificial Intelligence Fitness Tracker,30,Smart Watch,3.3,3,539
1466,Casio,Electronic Watches - AE-1200WHB-3B (Parallel Import Goods),50,Smart Watch,5.0,1,210
1467,Disney,Disney Frozen LED Elsa LED Electronic Watch Smart Watch Children's Watch,60,Smart Watch,3.6,3,158
1468,Garmin,Forerunner 55 GPS Running Smart Watch[Traditional Chinese/English],0,Smart Watch,0.0,0,1849
1469,Fitbit,Sense Advanced Health Smartwatch[Lunar White/Soft Gold Stainless Steel],0,Smart Watch,0.0,0,2088
1470,Amazfit,"Bip U Pro Smart Watch, Black",10,Smart Watch,5.0,1,598
1471,JTSK,Japan JTSK Y21 Children's Smart LBS Location Phone Watch (Upgrade Version)-Pink,20,Smart Watch,0.0,0,378
1472,SPEED,116pro Color Screen Sports Smart Watch,100,Smart Watch,2.8,6,148
1473,Huawei,Smart wristband - Honor 5 (Pink),70,Smart Watch,3.5,4,239
1474,Fitbit,Fitbit Sense Smartwatch - Black,0,Smart Watch,0.0,0,2348
1475,Samsung,"Galaxy Watch 3 GPS Smartwatch R850 (41mm, Bluetooth Version, Mystic Silver) (Parallel imported)",0,Smart Watch,0.0,0,2080
1476,Samsung,"Galaxy Watch 3 GPS Smartwatch R850 (41mm, Bluetooth Version, Mystic Bronze) (Parallel imported)",0,Smart Watch,0.0,0,2080
1477,Amazfit,GTR 2e Smartwatch,0,Smart Watch,0.0,0,998
1478,Casio,Electronic Watches - MQ-24-7B2LDF (Parallel Import Goods),100,Smart Watch,4.3,3,90
1479,Fitbit,Inspire 2 FITNESS TRACKER Black/Desert Rose FB418BKCR-FRCJK,40,Smart Watch,5.0,1,799
1480,Fossil,Q Venture Gen 3 Smartwatch FTW6008,0,Smart Watch,1.0,1,538
1481,Huawei,Honor A1 Smart wrsitband (Blue),50,Smart Watch,4.3,3,49
1482,Fitbit,Inspire 2 fitness trackers wristband[Desert Rose],10,Smart Watch,0.0,0,780
1483,Casio,Electronic Watch - MQ-24-7BLDF (Parallel Import Goods),80,Smart Watch,5.0,3,90
1484,JTSK,Japan JTSK Smart S1 Children's Touch Screen LBS Base Station Location Phone Watch for Boys and Girls-Pink,10,Smart Watch,0.0,0,378
1485,Little Genius,Little Genius Z6H PURPLE,0,Smart Watch,0.0,0,1999
1486,Huawei,HUAWEI Watch GT2 Pro Sport Edition Smart Watch,0,Smart Watch,0.0,0,1988
1487,Fitbit,Fitbit Charge 4 - Black/Navy,0,Smart Watch,0.0,0,998
1488,Fitbit,Charge 4(NFC)Black/Charcoal Woven(Special Edition Includes:Extra black classic band) FB417BKGY-FRCJK,20,Smart Watch,0.0,0,1149
1489,Fitbit,Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Pale Yellow Gold/Thistle FB511GLGY,0,Smart Watch,5.0,1,1699
1490,Fitbit,Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Pale Yellow Gold/Navy FB511GLNV-FRCJK/L,10,Smart Watch,4.0,1,1699
1491,JTSK,Z6 Waterproof Children's Smart Touch Phone Watch LBS Base Station Location Remote Photo - Purple,20,Smart Watch,1.0,1,498
1492,Samsung,"Galaxy Watch Active 2 Smartwatch (44mm, Bluebooth version, Aqua Black) (Parallel imported)",0,Smart Watch,0.0,0,1420
1493,Fitbit,Inspire 2 FITNESS TRACKER Black/Black FB418BKBK-FRCJK/L,0,Smart Watch,0.0,0,780
1494,Fitbit,Versa 3 GPS Smart Watch[Thistle/Soft Gold Aluminum],0,Smart Watch,0.0,0,1598
1495,Little Genius,Little genius Watch Z6H Green,0,Smart Watch,0.0,0,1899
1496,Havit,"Havit M9006(Grey) Smart Watch 9.3mm Ultra-Thin Watch 1.4 "" 智能手錶",10,Smart Watch,0.0,0,230
1497,Sony,IC Recorder - ICD-UX560F (Black),20,Smart Watch,0.0,0,598
1498,iGlobalStore,"2 in 1 smart watch, TWS Bluetooth headset + temperature measurement smart watch",0,Smart Watch,3.0,1,698
1499,Fitbit,Versa 3 GPS Smart Watch[Pink Clay/Soft Gold Aluminum],0,Smart Watch,0.0,0,1598
1500,Fitbit,Luxe Fitness & wellness tracker Orchid / Platinum Stainless Steel FB422SRMG-FRCJK,0,Smart Watch,0.0,0,1198
1501,iGlobalStore,"Temperature measurement smart watch, with heart rate monitor, blood pressure monitor, IP67",10,Smart Watch,0.0,0,568
1502,COROS,PACE 2 Multisport Watch Navy Black Silicon Band,0,Smart Watch,0.0,0,1799
1503,Honor,Band 6 - Coral Pink｜智慧測量血氧飽和度SpO2｜50米防水,10,Smart Watch,0.0,0,329
1504,Amazfit,"GTR 2 Smartwatch, Stainless Steel",10,Smart Watch,2.0,1,1198
1505,Garmin,Forerunner 45 GPS Running Watch (Black) (English Version),0,Smart Watch,0.0,0,1399
1506,JTSK,Japan JTSK-Y21 child smart phone LBS positioning Watch - Blue,10,Smart Watch,5.0,1,398
1507,SUUNTO,3 Fitness Copper Sport Smart Watch[SS050210000],0,Smart Watch,0.0,0,1328
1508,Disney,[Limited Addition] Disney Tusm Tsum graffiti watch children waterproof watch sports electronic watch,0,Smart Watch,0.0,0,298
1509,TSK,CS6 Children's smart watch,0,Smart Watch,0.0,0,498
1510,Amazfit,Official T Rex Pro Military Grade Rugged GPS Quad Core 10 ATM Waterproof Sports Smart Watch,0,Smart Watch,5.0,1,1298
1511,Belkin,PowerHouse™ Apple Watch 與 iPhone 專用充電座 - 白色｜【獲Apple認證，品質及安全保證】,10,Smart Watch,5.0,1,448
1512,Fitbit,Inspire 2 fitness trackers wristband[Lunar White],0,Smart Watch,0.0,0,780
1513,Casio,Electronic Watch - MQ-24-7ELDF (Parallel Import Goods),60,Smart Watch,5.0,3,90
1514,JTSK,Children's 4G Video Call AI Positioning Smart Phone Watch-Blue,20,Smart Watch,0.0,0,948
1515,Amazfit,T-Rex Pro - Steel Blue,0,Smart Watch,0.0,0,1168
1516,TSK,Japan TSK SQ12 Waterproof Smart Watch Phone,0,Smart Watch,0.0,0,558
1517,Amazfit,Official T Rex Pro Military Grade Rugged GPS Quad Core 10 ATM Waterproof Sports Smart Watch,0,Smart Watch,3.0,1,1280
1518,Xiaomi,Mi Watch SPORT (Black),0,Smart Watch,0.0,0,899
1519,Verbatim,Apple Watch Portable Battery 6700mAh,10,Smart Watch,2.0,2,398
1520,Fitbit,(Black) Fitbit inspire 2 Fitness Tracker Smart Fitness Bracelet Silicone Strap Smart Watch Wristband Healthy Heart Rate Sports Bracelet Waterproof 50 meters,0,Smart Watch,0.0,0,825
1521,Fitbit,Fitbit Charge 4 - Black,0,Smart Watch,0.0,0,998
1522,Casio,Electronic Watch - MQ-24-7B3LDF (Parallel Import Goods),20,Smart Watch,5.0,2,90
1523,Casio,Electronic Watches - LTP-1183A-1A (Parallel Import Goods),20,Smart Watch,4.5,2,185
1524,Xiaomi,Xiaomi Mi Watch Black,0,Smart Watch,0.0,0,899
1525,Xiaomi,MI SMAR BAND 5 BLACK - Parallel Import,0,Smart Watch,0.0,0,168
1526,Havit,M9005W (黑色) 彩色可觸摸式無線充電智能手錶,0,Smart Watch,0.0,0,435
1527,Amazfit,"Amazfit Neo Smartwatch, Black",0,Smart Watch,0.0,0,298
1528,Honor,行動電源 10000mAh AP10QM｜18W 雙向快充｜12 種安全防護指標｜高品質鋰聚合物電池,0,Smart Watch,0.0,0,99
1529,Zeblaze,GTS 2(Black),0,Smart Watch,0.0,0,468
1530,TSK,"Japan TSK full-screen touch sports real-time heart rate smart bracelet, oximeter smart watch",0,Smart Watch,0.0,0,663
1531,Amazfit,"Amazfit Band 5 Fitness Tracker, Orange",10,Smart Watch,0.0,0,298
1532,Zeblaze,Ares Smart Watch - RED,0,Smart Watch,0.0,0,299
1533,Amazfit,"T-Rex New Military Style Sport Watch, Camo (International Version)",0,Smart Watch,0.0,0,898
1534,MI,Mi Band 5,100,Smart Watch,5.0,2,228
1535,Amazfit,"Bip U Pro Smart Watch, Green",0,Smart Watch,0.0,0,598
1536,Casio,Electronic Watch - GA-100B-7A (Parallel Import Goods),0,Smart Watch,4.0,1,750
1537,Amazfit,"GTR- 47mm Aluminium alloy, Black",0,Smart Watch,0.0,0,898
1538,Zeblaze,Ares Smart Watch - Green,0,Smart Watch,5.0,1,299
1539,TSK,Japan TSK H19 high-performance large-screen monitor smart watch sports,0,Smart Watch,0.0,0,398
1540,Casio,Casio - Electronic Watches - LRW-200H-2B (Parallel Import Goods),10,Smart Watch,0.0,0,150
1541,Amazfit,"Amazfit Band 5 Fitness Tracker, Black",20,Smart Watch,1.0,1,298
1542,Casio,Electronic Watch - GA-100B-4A (Parallel Import Goods),10,Smart Watch,4.0,1,680
1543,Casio,Electronic Watch - LTP-1303D-7AVDF (Parallel Import goods),0,Smart Watch,0.0,0,200
1544,Honor,HONOR Band 6 - Sandstone Grey,0,Smart Watch,0.0,0,329
1545,JTSK,W19 smart ultra-thin heart rate blood oxygen monitoring sports waterproof watch-pink,10,Smart Watch,0.0,0,398
1546,Fitbit,inspire 2 Health & Fitness Tracker + Heart Rate Smart Band Black,20,Smart Watch,0.0,0,780
1547,Xiaomi,Xiaomi Mi Watch Lite Navy Blue,0,Smart Watch,0.0,0,429
1548,Casio,Electronic Watch - BGA-190BC-7B (Parallel Import goods),10,Smart Watch,0.0,0,650
1549,MI,Xiaomi Smart Bracelet 5 Dynamic Color Screen Women's Health 24-hour Heart Rate  (parallel import),0,Smart Watch,0.0,0,208
1550,Amazfit,"Amazfit Band 5 Fitness Tracker, Olive",10,Smart Watch,0.0,0,298
1551,Huawei,Huawei Band 6 Amber Sunrise,0,Smart Watch,0.0,0,369
1552,Casio,Casio - Electronic Watches - LRW-200H-3C (Parallel Import Goods),10,Smart Watch,0.0,0,150
1553,JK Lifestyle,Japan TSK W4+ Watch Phone English,0,Smart Watch,0.0,0,698
1554,Havit,"(Gray) Havit H1103A Touch Screen Business Watch-不銹鋼錶帶手錶 Smart Sports Watch Smart Watch Stainless Steel Strap Calculate heart rate, blood, sleep monitoring Weather forecast 30m water resistance",0,Smart Watch,0.0,0,268
1555,JK Lifestyle,"Korea JK- smart bracelet sport pedometer heart rate, blood pressure monitoring bracelet pattern",0,Smart Watch,0.0,0,298
1556,JK Lifestyle,South Korea JK Color Screen M3-PLUS Smart Bracelet Heart Rate and Blood Pressure Bluetooth Sports Bracelet,0,Smart Watch,0.0,0,198
1557,Casio,Casio - Electronic Watches - LTP-V300D-4A (Parallel Import Goods),0,Smart Watch,0.0,0,320
1558,Zeblaze,Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch Grey,0,Smart Watch,0.0,0,398
1559,Amazfit,"Amazfit Neo Smartwatch, Green",0,Smart Watch,0.0,0,298
1560,DESIROUS,GT2 Health and Intelligent Sport watch(Black),10,Smart Watch,0.0,0,669
1561,CASEMATE,42/44 mm Apple Watch Linked Watchband – Black/Space Grey,10,Smart Watch,0.0,0,438
1562,Havit,"NEW(Blue) Havit M9006 Pro*** Smart Watch 9.3mm Ultra-Thin Watch 1.4"" Screen Size IP67 Waterproof rating",0,Smart Watch,0.0,0,234
1563,Pelican,Protector Watch Band for Apple Watch 42mm / 44mm - Camo Green (447 C),0,Smart Watch,0.0,0,365
1564,Zeblaze,Vibe 6 smart watch (Black),0,Smart Watch,0.0,0,599
1565,Misfit,PHASE SILVER WITH SILICONE STRAP MIS5004 ,0,Smart Watch,0.0,0,338
1566,Zeblaze,Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch BLK,0,Smart Watch,0.0,0,398
1567,Zeblaze,Official GTS 2 Bluetooth calling IP67 Smart Watch Heart rate sensor BT 5.0 Blood pressure Smart Watch Black,0,Smart Watch,0.0,0,468
1568,Casio,Electronic Watches - AE-1200WHB-1B (Parallel Import Goods),0,Smart Watch,0.0,0,210
1569,BODY HEAT,Q9 Smart Watch Bracelet multiple colors straps health Monitor Call Alert full message read-Black,100,Smart Watch,4.4,15,598
1570,Zeblaze,Official GTS 2 Bluetooth calling IP67 Smart Watch Heart rate sensor BT 5.0 Blood pressure Smart Watch Black,0,Smart Watch,0.0,0,468
1571,Zeblaze,Official GTS Smart Watch IP67 microphone speaker Heart rate sensor BT 5.0 smart watch Grey,0,Smart Watch,0.0,0,398
1572,AsaKusa,V200 Smart Sports Watch,0,Smart Watch,0.0,0,439
1573,Zeblaze,GTS 2(Silver),0,Smart Watch,0.0,0,468
1574,Lenovo,Color screen Heart rate smart wristband - WD06,10,Smart Watch,3.0,1,199
1575,Stritra,6x Watch Strap Band Loop Fastener Ring Bracelet Hoop For Garmin 5/5 Plus 6/6 Pro,10,Smart Watch,2.5,2,36
1576,Casio,Electronic Watches - LQ-139BMV-1B (Parallel Import Goods),20,Smart Watch,4.6,3,90
1577,Casio,Electronic Watch - MTP-E309L-5A (Parallel Import goods) (Parallel Import goods),0,Smart Watch,4.0,2,409
1578,Stritra, Screen Protector Clear TPU Soft Compatible For Garmin Venu / Active NEW,0,Smart Watch,5.0,1,20
1579,JTSK,Z6 Waterproof Children's Smart Touch Phone Watch LBS Base Station Location Remote Photo-Blue,10,Smart Watch,0.0,0,473
1580,JTSK,W18 1.3 inch large screen health step counter sports waterproof smart watch - Purple,10,Smart Watch,0.0,0,473
1581,DADO,DO-R: Apple Watch 錶帶 Magsafe 保護殼 蘋果手錶座,20,Smart Watch,5.0,1,298
1582,Honor,HONOR Band 6 - Coral Pink,0,Smart Watch,0.0,0,329
1583,Xiaomi,KKJ-2021 SMART WATCH NY15 (BLACK)  - Parallel Import,0,Smart Watch,0.0,0,168
1584,SANRIO,[Limited Edition] Sanrio Waterproof Children Electronic LED Smart Sports Bracelet-Hello Kitty White,0,Smart Watch,0.0,0,380
1585,Zeblaze,Official Smart Watch Waterproof 30M Blood Pressure Heart Rate Sleep Reconnaissance ARES Kahki,0,Smart Watch,0.0,0,368
1586,Casio,Electronic Watches - MQ-71-1BDF (Parallel Import Goods),0,Smart Watch,3.0,1,90
1587,JTSK,Japan JTSK Smart S1 Children's Touch Screen LBS Base Station Location Phone Watch for Boys and Girls-Pink,0,Smart Watch,0.0,0,398
1588,Casio,Electronic Watch - LA670WGA-1 (Parallel Import goods),0,Smart Watch,0.0,0,200
1589,LaVe Mini,Children's exclusive magic projection electronic watch,0,Smart Watch,0.0,0,70
1590,Casio,Electronic Watch - LTP-V007D-7E (Parallel Import goods),0,Smart Watch,0.0,0,185
1591,Nokia,Nokia Go Smart Watch Activity + Sleep Tracking 5ATM Water Resistance (Yellow),10,Smart Watch,5.0,1,118
1592,Smart Band,E02 Black,20,Smart Watch,0.0,0,50
1593,Living Store,Children's exclusive magic projection electronic watch,0,Smart Watch,0.0,0,70
1594,DESIROUS,V101 Artificial Intelligence Fitness Tracker Monitor for heart rate and sleep (Black),0,Smart Watch,0.0,0,249
1595,Havit,Havit - M9013 Multi-function Big Screen Sports Smart Watch,10,Smart Watch,0.0,0,298
1596,Casio,Electronic Watch - MQ-38-2ADF (Parallel Import Goods),0,Smart Watch,0.0,0,90
1597,DESIROUS,V100S smart sports fitness tracker New and Fashion Style(Black),0,Smart Watch,0.0,0,279
1598,Havit,"(Blue) Havit M9006 Pro Smart Watch 9.3mm Ultra-Thin Watch 1.4"" Screen Size IP67 Waterproof rating",0,Smart Watch,0.0,0,234
1599,Casio,Electronic Watches - MQ-71-2BDF (Parallel Import Goods),0,Smart Watch,0.0,0,90
1600,TCL,MT10 Smartwatch (Black),50,Smart Watch,3.1,6,199
1601,SUUNTO,Spartan Ultra Black SS022659000 Watch (Parallel imported products),0,Smart Watch,0.0,0,3402
1602,Casio,Electronic Watch - GA-500WG-7A (Parallel Import goods),0,Smart Watch,0.0,0,768
1603,Casio,Electronic Watch - BGA-160-4B  (Parallel Import goods),0,Smart Watch,0.0,0,608
1604,Casio,Electronic Watch - MTP-E301D-1B (Parallel Import goods),0,Smart Watch,4.0,1,388
1605,Casio,Electronic Watch - MTP-E309L-1A (Parallel Import goods) (Parallel Import goods),0,Smart Watch,0.0,0,409
1606,Casio,Electronic Watch - MTP-E309L-3A (Parallel Import goods),0,Smart Watch,2.0,2,409
1607,Nokia,Steel 36 mm Activity & Sleep waterproof bluetooth smart watch Limited Edition Rose GOLD,0,Smart Watch,0.0,0,1460
1608,SUUNTO,Spartan Sport Wrist HR Baro Stealth (Parallel Import goods),0,Smart Watch,0.0,0,2999
1609,SUUNTO,Traverse Alpha Woodland (Parallel Import goods),0,Smart Watch,0.0,0,2749
1610,SUUNTO,Traverse Alpha Concrete (Parallel Import goods),0,Smart Watch,0.0,0,2749
1611,SUUNTO,9 multisport GPS watch - Black,0,Smart Watch,0.0,0,3912
1612,SUUNTO,3 Fitness - Copper,0,Smart Watch,0.0,0,1752
1613,MyKronoz,ZeTime Premium - Brushed Pink Gold/Brown Vintage Leather (44mm),0,Smart Watch,0.0,0,849
1614,SUUNTO,Spartan Trainer Wrist HR Gold (Parallel Import goods),0,Smart Watch,0.0,0,1699
1615,New Balance,EX2-906 (Light green/Grey),40,Smart Watch,0.0,0,200
1616,SUUNTO,Spartan Sport Wrist HR - Blue,0,Smart Watch,0.0,0,3592
1617,SUUNTO,Spartan Sport Wrist HR - Sakura,0,Smart Watch,0.0,0,3592
1618,Withings,NOKIA Go Activity & Sleep Tracker BLUE Genuine Product,0,Smart Watch,0.0,0,238
1619,Withings,Nokia Go Activity & Sleep Tracker Red Genuine Product,0,Smart Watch,0.0,0,238
1620,Withings,Nokia Go Activity & Sleep Tracker Green Genuine Product,0,Smart Watch,5.0,1,238
1621,SUUNTO,Spartan Trainer Wrist HR - Blue,0,Smart Watch,0.0,0,1832
1622,LG,LG CAM Plus Only Suitable For LG G5(Parallel imported products),0,Smart Watch,4.0,1,59
1623,Xiaomi,Amazfit Band 2 Black A1713,0,Smart Watch,0.0,0,528
1624,Amazfit,"Bip S SmartWatch, Pink (International Version)",0,Smart Watch,0.0,0,698
1625,Fitbit,Versa 2(NFC)STONE / MIST GREY ALUMINIUM FB507GYSR-FRCJK,30,Smart Watch,1.0,1,1138
1626,Garmin,"Vivomove Luxe Hybrid Smartwatch[T.CN/S.CN/ENG][Gold-white, Leather]",0,Smart Watch,0.0,0,3498
1627,Garmin,"Vivomove Luxe Hybrid Smartwatch[T.CN/S.CN/ENG][Rose Gold, Milanese]",0,Smart Watch,0.0,0,4598
1628,Amazfit,"Bip S SmartWatch, Carbon Black (International Version)",0,Smart Watch,0.0,0,598
1629,Fitbit,Charge 4(NFC)Rosewood FB417BYBY-FRCJK,0,Smart Watch,0.0,0,929
1630,Fitbit,Charge 4(NFC)Black/Charcoal Woven(Special Edition Includes:Extra black classic band) FB417BKGY-FRCJK,0,Smart Watch,0.0,0,1149
1631,Calvin Klein,CK Impetuous - Ladies Watches - K4F2N116 (Parallel Import Goods),0,Smart Watch,0.0,0,1250
1632,Calvin Klein,CK City - Ladies Watches - K2G23620 (Parallel Import Goods),0,Smart Watch,0.0,0,1250
1633,Calvin Klein,CK Stately - Ladies Watches - K3G23126 (Parallel Import Goods),0,Smart Watch,0.0,0,1250
1634,JTSK,N9 large screen waterproof sports heart rate monitoring smart watch (metal belt),0,Smart Watch,4.0,2,568
1635,Polar,Ignite Fitness watch with GPS and heart rate - Black (S size),0,Smart Watch,0.0,0,1880
1636,SUUNTO,9 Black Sport Smart Watch[SS050146000],0,Smart Watch,1.0,1,2949
1637,SUUNTO,Spartan Sport Wrist HR Baro Stealth Sport Smart Watch[SS023414000],0,Smart Watch,0.0,0,2949
1638,SUUNTO,Spartan Sport Wrist HR Baro Graphite Sport Smart Watch[SS023946000],0,Smart Watch,0.0,0,2949
1639,SUUNTO,Spartan Sport Wrist HR Copper Sport Smart Watch[SS023312000],0,Smart Watch,0.0,0,2949
1640,SUUNTO,Spartan Sport Wrist HR Gold Sport Smart Watch[SS023415000],0,Smart Watch,0.0,0,2949
1641,SUUNTO,Spartan Sport Wrist HR Blue Sport Smart Watch[SS022991000],0,Smart Watch,0.0,0,2698
1642,SUUNTO,Spartan Sport Wrist HR Sakura Sport Smart Watch[SS022992000],0,Smart Watch,0.0,0,2698
1643,SUUNTO,Spartan Trainer Wrist HR BlueSport Smart Watch[SS023000000],0,Smart Watch,0.0,0,1398
1644,SUUNTO,3 Fitness Gold Sport Smart Watch[SS050069000],0,Smart Watch,0.0,0,1328
1645,SUUNTO,3 Fitness Black Sport Smart Watch[SS050067000],0,Smart Watch,0.0,0,1199
1646,SUUNTO,9 Baro Gold Leather Sport Smart Watch[SS050253000],0,Smart Watch,0.0,0,4288
1647,SUUNTO,9 Baro White Sport Smart Watch[SS050088000],0,Smart Watch,0.0,0,3688
1648,Verbatim,"Li-ion Apple Watch Power Pack 6,700mAh",0,Smart Watch,0.0,0,598
1649,Fitbit,Versa 3 GPS Smart Watch Black,0,Smart Watch,0.0,0,1598
1650,Fitbit,Versa 3 HEALTH AND FITNESS SMARTWATCH + GPS Onyx Black/Black FB511BKBK-FRCJK/L,0,Smart Watch,0.0,0,1640
1651,Fitbit,Inspire 2 FITNESS TRACKER Black/Lunar White FB418BKWT-FRCJK/L,0,Smart Watch,0.0,0,780
1652,Fitbit,Fitbit Versa 3 GPS Smart Watch - Black,0,Smart Watch,0.0,0,1768
1653,MI,Mi Xiaomi Band 5 (Black),0,Smart Watch,0.0,0,288
1654,Fitbit,Fitbit Sense Smartwatch - White,0,Smart Watch,0.0,0,2348
1655,UNIQ,GARDE AW TPU Bumper & Screen 44mm SMOKE,0,Smart Watch,0.0,0,108
1656,UNIQ,GARDE AW TPU Bumper & Screen 40mm SMOKE,0,Smart Watch,0.0,0,108
1657,Fossil,Women's Sport Metal Silicone Touchscreen Smartwatch Heart Rate GPS NFC Ftw6024 Parallel import,0,Smart Watch,0.0,0,998
1658,Fossil,Mens Gen 4 Explorist HR GPS NFC Stainless Steel Touch Screen Smart Watch FTW4012 Parallel import,0,Smart Watch,0.0,0,1488
1659,Fossil,Women's Gen 4 Venture HR Touchscreen Smartwatch Heart Rate GPS NFC Ftw6015 Parallel import,0,Smart Watch,0.0,0,1488
1660,Fossil,Women's Sport Metal Silicone Touchscreen Smartwatch Heart Rate GPS NFC Ftw6024 Parallel import,0,Smart Watch,0.0,0,998
1661,Fossil,Mens Gen 4 Explorist HR GPS NFC Stainless Steel Touch Screen Smart Watch FTW4012 Parallel import,0,Smart Watch,0.0,0,1488
1662,Fossil,Women's Gen 4 Venture HR Touchscreen Smartwatch Heart Rate GPS NFC Ftw6015 Parallel import,0,Smart Watch,0.0,0,1488
1663,Misfit,Phase Smartwatch white leather MIS5003,0,Smart Watch,0.0,0,388
1664,Casio,AE-1200WHD-1A,0,Smart Watch,0.0,0,498
1665,Amazfit,Amazfit T-Rex Pro 運動智能手錶 (繁體字版) 藍色,0,Smart Watch,0.0,0,1298
1666,COROS,APEX Pro Multisport Watch Black Silicon Band,0,Smart Watch,0.0,0,4199
1667,SUUNTO,9 ZH BARO CHARCOAL TITANIUM,0,Smart Watch,0.0,0,6090
1668,TSK,Japan TSK-4G Full Netcom Video Heart Rate Blood Pressure Waterproof Elderly Positioning Watch,0,Smart Watch,0.0,0,998
1669,Fitbit,Versa 3 GPS Smart Watch[Oliver/Soft Gold Aluminum],0,Smart Watch,0.0,0,1648
1670,JTSK,Japan JTSK X89 Smart HD Big Screen Android Watch Phone (16G),0,Smart Watch,0.0,0,998
1671,Huawei,HONOR Watch GS Pro - Charcoal Black｜25天續航能力｜14項軍規標準MIL-STD-810G｜心率及血氧飽和度監察｜GPS 軌跡返航,0,Smart Watch,5.0,1,1168
1672,eGeeTouch,eGeeTouch - NFC+BT TSA Travel Lock [Black Color],0,Smart Watch,0.0,0,398
1673,Amazfit,Zepp E Smartwatch,0,Smart Watch,0.0,0,998
1674,Fitbit,Charge 4(NFC)Black/Navy FB417BKNV/L,0,Smart Watch,0.0,0,929
1675,Casio,MTP-VT01GL-2B Leather Watch,0,Smart Watch,0.0,0,550
